sector,lat,lng,count,country,region_code,local_authority_code
RG17 3,99.999999,0.0,1,England,,
RG17 7,51.477424,-1.489934,208,England,E12000008,E06000037
RG17 8,51.503517,-1.527765,136,England,E12000008,E06000037
RG17 9,51.391828,-1.458474,156,England,E12000008,E06000037
RG18 0,51.47274,-1.214285,87,England,E12000008,E06000037
RG18 3,51.410219,-1.253314,188,England,E12000008,E06000037
RG18 4,51.408971,-1.238527,126,England,E12000008,E06000037
RG18 9,51.44129,-1.258901,288,England,E12000008,E06000037
RG19 3,51.405539,-1.243109,210,England,E12000008,E06000037
RG19 4,51.400652,-1.234139,225,England,E12000008,E06000037
RG19 6,51.392187,-1.223847,27,England,E12000008,E06000037
RG19 8,51.37314,-1.254382,186,England,E12000008,E06000037
RG19 9,51.629132,-1.135736,220,England,E12000008,E06000037
RG2 0,51.43635,-0.972532,375,England,E12000008,E06000038
RG2 1,51.380103,-0.897796,2,England,E12000008,E06000041
RG2 6,51.424875,-0.98993,70,England,E12000008,E06000038
RG2 7,51.436732,-0.95878,282,England,E12000008,E06000038
RG2 8,51.423433,-0.960579,286,England,E12000008,E06000038
RG2 9,51.400621,-0.925444,391,England,E12000008,E06000041
RG20 0,51.372812,-1.390414,147,England,E12000008,E06000037
RG20 4,51.352705,-1.280035,91,England,E12000008,E07000084
RG20 5,51.33747,-1.258934,131,England,E12000008,E07000084
RG20 6,51.503596,-1.257162,60,England,E12000008,E06000037
RG20 7,51.505034,-1.331246,154,England,E12000008,E06000037
RG20 8,51.445728,-1.358154,281,England,E12000008,E06000037
RG20 9,51.352442,-1.35137,323,England,E12000008,E07000084
RG21 1,51.263329,-1.091937,365,England,E12000008,E07000084
RG21 2,51.270783,-1.086767,342,England,E12000008,E07000084
RG21 3,51.257608,-1.088608,251,England,E12000008,E07000084
RG21 4,51.26962,-1.084176,222,England,E12000008,E07000084
RG21 5,51.274273,-1.088772,182,England,E12000008,E07000084
RG21 6,51.27223,-1.102304,107,England,E12000008,E07000084
RG21 7,51.266625,-1.091844,297,England,E12000008,E07000084
RG21 8,51.264603,-1.09927,141,England,E12000008,E07000084
RG22 4,51.246651,-1.118196,391,England,E12000008,E07000084
RG22 5,51.252868,-1.134794,321,England,E12000008,E07000084
RG22 6,51.258288,-1.116532,310,England,E12000008,E07000084
RG23 7,51.243818,-1.16338,299,England,E12000008,E07000084
RG23 8,51.270631,-1.125996,213,England,E12000008,E07000084
RG24 0,51.279868,-1.055519,392,England,E12000008,E07000084
RG24 4,51.397246,-1.100639,397,England,E12000008,E07000084
RG24 7,51.270072,-1.048227,161,England,E12000008,E07000084
RG24 8,51.286052,-1.067174,386,England,E12000008,E07000084
RG24 9,51.283921,-1.100161,385,England,E12000008,E07000084
RG25 1,51.245177,-0.946831,256,England,E12000008,E07000089
RG25 2,51.222033,-1.095103,297,England,E12000008,E07000084
RG25 3,51.244105,-1.2574,195,England,E12000008,E07000084
RG26 3,51.354477,-1.127483,266,England,E12000008,E07000084
RG26 4,51.360621,-1.138397,153,England,E12000008,E07000084
RG26 5,51.335976,-1.112946,393,England,E12000008,E07000084
RG26 6,51.35166,-1.137535,328,England,E12000008,E07000084
RG26 9,52.048264,-1.129703,69,England,E12000008,E07000084
RG27 0,51.323027,-0.970518,297,England,E12000008,E07000084
RG27 7,51.988814,-0.951232,228,England,E12000008,E07000089
RG27 8,51.298403,-0.913071,393,England,E12000008,E07000089
RG27 9,51.283027,-0.963399,390,England,E12000008,E07000089
RG28 7,51.234707,-1.332546,275,England,E12000008,E07000084
RG28 8,51.230246,-1.343995,1,England,E12000008,E07000084
RG28 9,54.289564,-1.19784,16,England,E12000008,E07000084
RG29 1,51.249043,-0.947231,336,England,E12000008,E07000089
RG3 1,51.459443,-1.00012,166,England,E12000008,E06000038
RG3 2,51.452983,-1.003199,253,England,E12000008,E06000038
RG3 3,51.434036,-1.018205,242,England,E12000008,E06000038
RG3 4,51.453746,-1.026868,260,England,E12000008,E06000038
RG3 5,51.451862,-1.046563,371,England,E12000008,E06000037
RG3 6,51.467337,-1.037229,359,England,E12000008,E06000038
RG3 7,51.440423,-1.052545,74,England,E12000008,E06000037
RG30 1,51.459471,-0.998701,168,England,E12000008,E06000038
RG30 2,51.454355,-1.001021,343,England,E12000008,E06000038
RG30 3,51.437007,-1.015089,289,England,E12000008,E06000038
RG30 4,51.454369,-1.023127,329,England,E12000008,E06000038
RG30 6,51.463229,-1.021042,152,England,E12000008,E06000038
RG30 9,51.689131,-0.987178,212,England,E12000008,E06000038
RG31 4,51.448517,-1.045208,125,England,E12000008,E06000037
RG31 5,51.458433,-1.045246,205,England,E12000008,E06000038
RG31 6,51.468678,-1.03926,261,England,E12000008,E06000037
RG31 7,51.443509,-1.034579,212,England,E12000008,E06000037
RG4 0,51.474096,-0.944501,324,England,E12000008,E06000038
RG4 5,51.466351,-0.961692,186,England,E12000008,E06000038
RG4 6,51.473356,-0.942681,247,England,E12000008,E06000038
RG4 7,51.474755,-0.987636,349,England,E12000008,E06000038
RG4 8,51.474513,-0.968597,373,England,E12000008,E06000038
RG4 9,51.505766,-0.980992,262,England,E12000008,E07000179
RG40 1,51.413743,-0.826104,367,England,E12000008,E06000041
RG40 2,51.408585,-0.830279,204,England,E12000008,E06000041
RG40 3,51.386526,-0.831535,305,England,E12000008,E06000041
RG40 4,51.381604,-0.86719,322,England,E12000008,E06000041
RG40 5,51.423418,-0.824018,136,England,E12000008,E06000041
RG40 9,54.952313,-0.774521,343,England,E12000008,E06000041
RG41 1,51.42128,-0.847299,185,England,E12000008,E06000041
RG41 2,51.407431,-0.843932,237,England,E12000008,E06000041
RG41 3,51.41334,-0.855194,201,England,E12000008,E06000041
RG41 4,51.402046,-0.860071,152,England,E12000008,E06000041
RG41 5,51.425582,-0.870222,376,England,E12000008,E06000041
RG42 1,51.419928,-0.768624,154,England,E12000008,E06000036
RG42 2,51.42365,-0.754591,185,England,E12000008,E06000036
RG42 3,51.423417,-0.734326,170,England,E12000008,E06000036
RG42 4,51.42544,-0.781419,251,England,E12000008,E06000036
RG42 5,51.437947,-0.777553,151,England,E12000008,E06000036
RG42 6,51.437336,-0.734941,173,England,E12000008,E06000036
RG42 7,51.425159,-0.721649,64,England,E12000008,E06000036
RG42 9,53.658243,-0.734098,390,England,E12000008,E06000036
RG45 6,51.380313,-0.803641,383,England,E12000008,E06000041
RG45 7,51.371931,-0.795996,228,England,E12000008,E06000036
RG45 9,53.211076,-0.794653,27,England,E12000008,E06000041
RG5 3,51.450609,-0.91562,282,England,E12000008,E06000041
RG5 4,51.454459,-0.900692,393,England,E12000008,E06000041
RG6 1,51.452865,-0.935286,263,England,E12000008,E06000041
RG6 2,51.435029,-0.927437,328,England,E12000008,E06000041
RG6 3,51.433455,-0.914461,154,England,E12000008,E06000041
RG6 4,51.431847,-0.936036,216,England,E12000008,E06000041
RG6 5,51.43569,-0.937955,189,England,E12000008,E06000041
RG6 6,51.446006,-0.943871,108,England,E12000008,E06000041
RG6 7,51.441318,-0.925608,204,England,E12000008,E06000041
RG6 9,51.606068,-0.942715,327,England,E12000008,E06000041
RG7 1,51.385132,-0.968125,387,England,E12000008,E06000041
RG7 2,51.359616,-1.058747,180,England,E12000008,E07000084
RG7 3,51.387654,-1.059606,392,England,E12000008,E06000037
RG7 4,51.401039,-1.116768,347,England,E12000008,E06000037
RG7 5,51.420672,-1.129748,341,England,E12000008,E06000037
RG7 6,51.430656,-1.177307,263,England,E12000008,E06000037
RG7 8,51.367397,-1.148605,53,England,E12000008,E06000037
RG8 0,51.532259,-1.098628,323,England,E12000008,E07000179
RG8 1,52.650611,-1.113729,43,England,E12000008,E07000179
RG8 6,52.186654,-1.071553,69,England,E12000008,E06000037
RG8 7,51.491509,-1.083055,336,England,E12000008,E06000037
RG8 8,51.479433,-1.103206,277,England,E12000008,E06000037
RG8 9,51.519259,-1.149694,273,England,E12000008,E06000037
RG9 1,51.532469,-0.906367,384,England,E12000008,E07000179
RG9 2,51.539299,-0.905901,231,England,E12000008,E07000179
RG9 3,51.530625,-0.885737,207,England,E12000008,E07000179
RG9 4,51.522297,-0.927439,260,England,E12000008,E07000179
RG9 5,51.549433,-0.989444,281,England,E12000008,E07000179
RG9 6,51.583186,-0.909927,281,England,E12000008,E06000060
RG9 9,52.065596,-0.89412,183,England,E12000008,E07000179
RH1 1,51.2414,-0.168006,369,England,E12000008,E07000211
RH1 2,51.248257,-0.164711,254,England,E12000008,E07000211
RH1 3,51.257226,-0.14937,269,England,E12000008,E07000211
RH1 4,51.238496,-0.134514,267,England,E12000008,E07000215
RH1 5,51.214147,-0.155839,324,England,E12000008,E07000211
RH1 6,51.233127,-0.172018,356,England,E12000008,E07000211
RH1 9,55.835695,-0.149139,191,England,E12000008,E07000211
RH10 0,53.321247,-0.179668,377,England,E12000008,E07000226
RH10 1,51.117081,-0.179665,384,England,E12000008,E07000226
RH10 2,51.128748,-0.176235,387,England,E12000008,E07000226
RH10 3,51.133738,-0.136819,392,England,E12000008,E07000226
RH10 4,51.117214,-0.111429,395,England,E12000008,E07000228
RH10 5,51.102915,-0.182538,173,England,E12000008,E07000226
RH10 6,51.108795,-0.179548,329,England,E12000008,E07000226
RH10 7,51.111983,-0.155683,393,England,E12000008,E07000226
RH10 8,51.122581,-0.181988,179,England,E12000008,E07000226
RH10 9,51.289026,-0.1781,305,England,E12000008,E07000226
RH11 0,51.121741,-0.211579,325,England,E12000008,E07000226
RH11 6,51.105583,-0.222311,74,England,E12000008,E07000226
RH11 7,51.122334,-0.195991,375,England,E12000008,E07000226
RH11 8,51.108937,-0.207565,391,England,E12000008,E07000226
RH11 9,51.09726,-0.200745,383,England,E12000008,E07000226
RH12 0,51.100186,-0.237625,67,England,E12000008,E07000227
RH12 1,51.062918,-0.333841,373,England,E12000008,E07000227
RH12 2,51.070553,-0.329365,265,England,E12000008,E07000227
RH12 3,51.081504,-0.383922,384,England,E12000008,E07000227
RH12 4,51.083068,-0.298714,396,England,E12000008,E07000227
RH12 5,51.078459,-0.316323,254,England,E12000008,E07000227
RH12 6,51.093301,-0.301924,21,England,E12000008,E07000227
RH12 9,51.067292,-0.321831,371,England,E12000008,E07000227
RH13 0,51.050429,-0.380122,209,England,E12000008,E07000227
RH13 5,51.064398,-0.315219,370,England,E12000008,E07000227
RH13 6,51.054315,-0.29628,326,England,E12000008,E07000227
RH13 7,51.038647,-0.360541,380,England,E12000008,E07000227
RH13 8,50.985757,-0.317334,295,England,E12000008,E07000227
RH13 9,51.031908,-0.344575,286,England,E12000008,E07000227
RH14 0,51.0449,-0.51875,337,England,E12000008,E07000225
RH14 4,56.003724,-0.40594,59,England,E12000008,E07000227
RH14 9,51.021283,-0.450419,393,England,E12000008,E07000227
RH15 0,50.955521,-0.119183,393,England,E12000008,E07000228
RH15 5,59.730691,-0.126473,95,England,E12000008,E07000228
RH15 8,50.962226,-0.138337,387,England,E12000008,E07000228
RH15 9,50.95422,-0.144593,386,England,E12000008,E07000228
RH16 1,51.007495,-0.105833,354,England,E12000008,E07000228
RH16 2,51.009416,-0.084159,308,England,E12000008,E07000228
RH16 3,51.001278,-0.096491,379,England,E12000008,E07000228
RH16 4,50.992644,-0.106313,389,England,E12000008,E07000228
RH16 9,51.006022,-0.104258,321,England,E12000008,E07000228
RH17 1,51.013366,-0.096825,1,England,E12000008,E07000228
RH17 5,51.004532,-0.159514,335,England,E12000008,E07000228
RH17 6,51.048092,-0.139468,297,England,E12000008,E07000228
RH17 7,51.008419,-0.052559,300,England,E12000008,E07000228
RH18 5,51.100794,0.025177,233,England,E12000008,E07000065
RH19 1,51.128189,-0.019106,388,England,E12000008,E07000228
RH19 2,51.137051,-0.024294,348,England,E12000008,E07000228
RH19 3,51.127137,0.003385,393,England,E12000008,E07000228
RH19 4,51.112331,-0.01789,391,England,E12000008,E07000228
RH19 9,55.118853,-0.008921,306,England,E12000008,E07000228
RH2 0,51.2432,-0.195083,341,England,E12000008,E07000211
RH2 2,51.2407,-0.203479,192,England,E12000008,E07000211
RH2 7,51.23217,-0.197779,276,England,E12000008,E07000211
RH2 8,51.222979,-0.214335,243,England,E12000008,E07000211
RH2 9,51.242759,-0.208916,267,England,E12000008,E07000211
RH20 1,50.953087,-0.535212,262,England,E12000008,E07000227
RH20 2,50.952969,-0.479378,334,England,E12000008,E07000227
RH20 3,50.92618,-0.42514,298,England,E12000008,E07000227
RH20 4,50.917327,-0.451581,289,England,E12000008,E07000227
RH20 5,99.999999,0.0,1,England,,
RH20 6,56.727071,-0.443635,34,England,E12000008,E07000227
RH20 9,58.877377,-0.380747,37,England,E12000008,E07000227
RH3 7,51.23265,-0.284351,184,England,E12000008,E07000210
RH4 1,51.23546,-0.329776,342,England,E12000008,E07000210
RH4 2,51.226358,-0.329788,251,England,E12000008,E07000210
RH4 3,51.2261,-0.347046,271,England,E12000008,E07000210
RH4 9,51.233643,-0.32912,256,England,E12000008,E07000210
RH5 4,51.205109,-0.322326,298,England,E12000008,E07000210
RH5 5,51.162694,-0.336651,288,England,E12000008,E07000210
RH5 6,51.222898,-0.371343,261,England,E12000008,E07000210
RH6 0,51.161891,-0.182544,305,England,E12000008,E07000226
RH6 6,55.77835,-0.149038,106,England,E12000008,E07000211
RH6 7,51.17088,-0.16579,287,England,E12000008,E07000211
RH6 8,51.180361,-0.174244,342,England,E12000008,E07000211
RH6 9,51.172472,-0.145191,393,England,E12000008,E07000211
RH7 6,51.17458,-0.018473,301,England,E12000008,E07000215
RH7 7,99.999999,0.0,1,England,,
RH7 9,59.049138,-0.016551,31,England,E12000008,E07000215
RH77 1,51.138771,-0.169752,18,England,E12000008,E07000226
RH8 0,51.254746,0.005371,333,England,E12000008,E07000215
RH8 8,51.257515,-0.004568,121,England,E12000008,E07000215
RH8 9,51.247993,-0.006211,228,England,E12000008,E07000215
RH9 8,51.237025,-0.076567,199,England,E12000008,E07000215
RM1 1,51.577008,0.179081,215,England,E12000007,E09000016
RM1 2,51.57306,0.187572,208,England,E12000007,E09000016
RM1 3,51.5773,0.183181,223,England,E12000007,E09000016
RM1 4,51.589753,0.179473,295,England,E12000007,E09000016
RM10 7,51.554374,0.156363,268,England,E12000007,E09000002
RM10 8,51.54468,0.157321,302,England,E12000007,E09000002
RM10 9,51.537241,0.156051,245,England,E12000007,E09000002
RM11 1,51.566134,0.20716,312,England,E12000007,E09000016
RM11 2,51.576186,0.218848,265,England,E12000007,E09000016
RM11 3,51.567428,0.229321,287,England,E12000007,E09000016
RM12 3,51.56135,0.19432,1,England,E12000007,E09000016
RM12 4,51.558049,0.202991,365,England,E12000007,E09000016
RM12 5,51.546458,0.202357,210,England,E12000007,E09000016
RM12 6,51.553444,0.219684,270,England,E12000007,E09000016
RM12 9,60.695926,0.17558,175,England,E12000007,E09000016
RM13 0,55.975112,0.174495,87,England,E12000007,E09000016
RM13 7,51.53406,0.190566,213,England,E12000007,E09000016
RM13 8,51.523238,0.180335,356,England,E12000007,E09000016
RM13 9,51.518338,0.202627,365,England,E12000007,E09000016
RM14 1,51.565218,0.262533,300,England,E12000007,E09000016
RM14 2,51.550924,0.24522,299,England,E12000007,E09000016
RM14 3,51.552198,0.284592,235,England,E12000007,E09000016
RM14 9,55.845163,0.224763,79,England,E12000007,E09000016
RM15 4,51.502145,0.253101,225,England,E12000006,E06000034
RM15 5,51.510092,0.28283,301,England,E12000006,E06000034
RM15 6,51.514675,0.293039,219,England,E12000006,E06000034
RM15 9,54.689346,0.26272,61,England,E12000006,E06000034
RM16 1,51.481148,0.270444,350,England,E12000006,E06000034
RM16 2,51.494076,0.334952,264,England,E12000006,E06000034
RM16 3,51.50448,0.364901,149,England,E12000006,E06000034
RM16 4,51.485841,0.3662,236,England,E12000006,E06000034
RM16 5,51.498174,0.303627,23,England,E12000006,E06000034
RM16 6,51.486655,0.305345,221,England,E12000006,E06000034
RM17 5,51.48287,0.325535,337,England,E12000006,E06000034
RM17 6,51.476616,0.329558,357,England,E12000006,E06000034
RM17 9,51.479632,0.321607,285,England,E12000006,E06000034
RM18 7,51.462688,0.353002,196,England,E12000006,E06000034
RM18 8,51.471068,0.382743,285,England,E12000006,E06000034
RM19 1,51.482499,0.252305,180,England,E12000006,E06000034
RM2 5,51.581377,0.194372,218,England,E12000007,E09000016
RM2 6,51.583825,0.205081,193,England,E12000007,E09000016
RM20 1,51.485987,0.276805,10,England,E12000006,E06000034
RM20 2,51.486425,0.283428,17,England,E12000006,E06000034
RM20 3,51.478263,0.279059,142,England,E12000006,E06000034
RM20 4,51.477448,0.300319,87,England,E12000006,E06000034
RM3 0,51.595031,0.231358,361,England,E12000007,E09000016
RM3 3,56.142512,0.202889,96,England,E12000007,E09000016
RM3 7,51.605993,0.21288,257,England,E12000007,E09000016
RM3 8,51.602014,0.220018,360,England,E12000007,E09000016
RM3 9,51.60733,0.231279,281,England,E12000007,E09000016
RM4 1,51.633388,0.162144,226,England,E12000006,E07000072
RM5 2,51.60126,0.159672,220,England,E12000007,E09000016
RM5 3,51.595576,0.16991,270,England,E12000007,E09000016
RM50 1,51.570252,0.170664,3,England,E12000007,E09000016
RM50 2,51.570252,0.170664,9,England,E12000007,E09000016
RM50 4,51.570252,0.170664,3,England,E12000007,E09000016
RM6 4,51.572086,0.126361,302,England,E12000007,E09000026
RM6 5,51.581628,0.134648,209,England,E12000007,E09000002
RM6 6,51.573011,0.141631,252,England,E12000007,E09000002
RM7 0,51.566116,0.17336,307,England,E12000007,E09000016
RM7 1,51.570343,0.17086,392,England,E12000007,E09000016
RM7 7,51.579157,0.170696,162,England,E12000007,E09000016
RM7 8,51.587292,0.160732,162,England,E12000007,E09000016
RM7 9,51.573511,0.167493,160,England,E12000007,E09000016
RM8 1,51.563224,0.137678,296,England,E12000007,E09000002
RM8 2,51.55172,0.1215,313,England,E12000007,E09000002
RM8 3,51.556627,0.135377,196,England,E12000007,E09000002
RM9 4,51.538835,0.120742,210,England,E12000007,E09000002
RM9 5,51.548703,0.140198,215,England,E12000007,E09000002
RM9 6,51.533764,0.1422,284,England,E12000007,E09000002
RM9 9,51.553618,0.1422,311,England,E12000007,E09000002
S1 1,53.382409,-1.466624,380,England,E12000003,E08000039
S1 2,53.381549,-1.46787,317,England,E12000003,E08000039
S1 3,53.379236,-1.472861,260,England,E12000003,E08000039
S1 4,53.378659,-1.47335,368,England,E12000003,E08000039
S1 9,53.381269,-1.465203,165,England,E12000003,E08000039
S10 1,53.383396,-1.506627,323,England,E12000003,E08000039
S10 2,53.377545,-1.495362,295,England,E12000003,E08000039
S10 3,53.372006,-1.523415,296,England,E12000003,E08000039
S10 4,53.369906,-1.55367,182,England,E12000003,E08000039
S10 5,53.378628,-1.520699,244,England,E12000003,E08000039
S10 9,53.379227,-1.516162,145,England,E12000003,E08000039
S11 0,53.363499,-1.508446,127,England,E12000003,E08000039
S11 7,53.357667,-1.520829,268,England,E12000003,E08000039
S11 8,53.36704,-1.495887,384,England,E12000003,E08000039
S11 9,53.354642,-1.511484,313,England,E12000003,E08000039
S12 2,53.354031,-1.423712,293,England,E12000003,E08000039
S12 3,53.342055,-1.41329,178,England,E12000003,E08000039
S12 4,53.347719,-1.388,293,England,E12000003,E08000039
S12 9,54.445119,-1.391945,86,England,E12000003,E08000039
S13 7,53.358867,-1.373255,217,England,E12000003,E08000039
S13 8,53.365448,-1.401476,268,England,E12000003,E08000039
S13 9,53.370111,-1.37397,209,England,E12000003,E08000039
S14 1,53.347135,-1.444891,208,England,E12000003,E08000039
S17 3,53.324814,-1.533055,264,England,E12000003,E08000039
S17 4,53.318905,-1.52014,223,England,E12000003,E08000039
S17 9,53.326134,-1.517368,70,England,E12000003,E08000039
S18 1,53.298189,-1.469945,193,England,E12000004,E07000038
S18 2,53.305049,-1.463807,164,England,E12000004,E07000038
S18 3,53.31079,-1.454348,54,England,E12000004,E07000038
S18 4,53.293211,-1.436956,62,England,E12000004,E07000038
S18 5,53.295083,-1.485507,250,England,E12000004,E07000038
S18 6,53.302542,-1.467828,343,England,E12000004,E07000038
S18 7,53.281772,-1.502132,67,England,E12000004,E07000038
S18 8,53.301968,-1.492043,178,England,E12000004,E07000038
S18 9,55.726017,-1.377229,77,England,E12000004,E07000038
S19 5,53.326368,-1.35407,270,England,E12000003,E08000039
S19 6,53.341846,-1.349346,297,England,E12000003,E08000039
S2 1,53.369984,-1.426821,313,England,E12000003,E08000039
S2 2,53.36698,-1.44652,265,England,E12000003,E08000039
S2 3,53.364328,-1.458246,263,England,E12000003,E08000039
S2 4,53.370606,-1.469908,249,England,E12000003,E08000039
S2 5,53.38054,-1.451985,293,England,E12000003,E08000039
S2 9,53.676572,-1.454662,158,England,E12000003,E08000039
S20 1,53.345862,-1.341036,140,England,E12000003,E08000039
S20 2,53.338277,-1.334977,82,England,E12000003,E08000039
S20 3,53.330281,-1.337185,38,England,E12000003,E08000039
S20 4,53.322715,-1.348459,100,England,E12000003,E08000039
S20 5,53.327394,-1.364212,132,England,E12000003,E08000039
S20 6,53.339851,-1.375825,75,England,E12000003,E08000039
S20 7,53.338031,-1.352565,94,England,E12000003,E08000039
S20 8,53.330411,-1.348804,90,England,E12000003,E08000039
S20 9,53.332453,-1.338922,107,England,E12000003,E08000039
S21 1,53.320294,-1.318795,208,England,E12000004,E07000038
S21 2,53.32727,-1.306297,34,England,E12000004,E07000038
S21 3,53.297728,-1.326012,59,England,E12000004,E07000038
S21 4,53.308898,-1.362993,195,England,E12000004,E07000038
S21 5,53.306757,-1.390569,29,England,E12000004,E07000038
S25 1,53.387816,-1.219212,40,England,E12000003,E08000018
S25 2,53.37058,-1.208308,249,England,E12000003,E08000018
S25 3,53.377311,-1.229461,74,England,E12000003,E08000018
S25 4,53.360974,-1.219513,143,England,E12000003,E08000018
S25 5,53.35179,-1.224918,68,England,E12000003,E08000018
S25 9,53.36546,-1.235592,98,England,E12000003,E08000018
S26 1,53.357309,-1.256647,49,England,E12000003,E08000018
S26 2,53.363452,-1.300932,138,England,E12000003,E08000018
S26 3,53.377653,-1.307084,62,England,E12000003,E08000018
S26 4,53.36563,-1.315293,124,England,E12000003,E08000018
S26 5,53.344575,-1.278648,98,England,E12000003,E08000018
S26 6,53.34584,-1.256689,91,England,E12000003,E08000018
S26 7,53.320806,-1.264468,68,England,E12000003,E08000018
S3 7,53.382206,-1.479391,362,England,E12000003,E08000039
S3 8,53.387679,-1.469969,310,England,E12000003,E08000039
S3 9,53.393829,-1.466419,187,England,E12000003,E08000039
S30 1,53.296247,-1.651947,191,England,E12000004,E07000035
S30 2,53.343669,-1.739727,145,England,E12000004,E07000037
S30 3,53.438855,-1.506931,324,England,E12000003,E08000039
S30 4,53.466751,-1.482767,397,England,E12000003,E08000039
S30 5,53.480066,-1.594792,297,England,E12000003,E08000039
S30 6,53.525324,-1.635917,298,England,E12000003,E08000038
S30 7,53.495979,-1.546213,65,England,E12000003,E08000038
S31 0,53.363367,-1.304309,285,England,E12000003,E08000018
S31 7,53.364755,-1.216024,374,England,E12000003,E08000018
S31 8,53.327583,-1.291267,368,England,E12000003,E08000018
S31 9,53.304365,-1.35879,226,England,E12000004,E07000038
S32 1,53.329308,-1.654507,76,England,E12000004,E07000035
S32 2,53.29782,-1.624306,40,England,E12000004,E07000035
S32 3,53.270363,-1.631638,74,England,E12000004,E07000035
S32 4,53.274381,-1.660946,28,England,E12000004,E07000035
S32 5,53.287748,-1.657649,52,England,E12000004,E07000035
S33 0,53.352161,-1.692888,58,England,E12000004,E07000037
S33 6,53.347255,-1.729074,42,England,E12000004,E07000037
S33 7,53.364776,-1.806164,14,England,E12000004,E07000037
S33 8,53.344795,-1.768514,28,England,E12000004,E07000037
S33 9,53.328095,-1.741877,69,England,E12000004,E07000035
S35 0,53.433194,-1.53978,181,England,E12000003,E08000039
S35 1,53.459289,-1.475107,156,England,E12000003,E08000039
S35 2,53.466021,-1.472952,143,England,E12000003,E08000039
S35 3,53.4686,-1.481394,57,England,E12000003,E08000039
S35 4,53.472247,-1.49232,143,England,E12000003,E08000039
S35 5,53.461109,-1.46992,57,England,E12000003,E08000039
S35 7,53.497534,-1.548247,98,England,E12000003,E08000038
S35 8,53.44292,-1.49548,110,England,E12000003,E08000039
S35 9,53.441679,-1.46229,113,England,E12000003,E08000039
S36 0,56.139682,-1.502567,35,England,E12000003,E08000039
S36 1,53.480327,-1.600738,145,England,E12000003,E08000039
S36 2,53.47794,-1.579254,195,England,E12000003,E08000039
S36 3,53.466626,-1.59134,14,England,E12000003,E08000039
S36 4,53.503072,-1.674971,40,England,E12000003,E08000038
S36 6,53.523114,-1.628225,187,England,E12000003,E08000038
S36 7,53.53931,-1.628728,84,England,E12000003,E08000038
S36 8,53.523409,-1.613062,96,England,E12000003,E08000038
S36 9,53.523859,-1.651024,147,England,E12000003,E08000038
S4 7,53.393466,-1.456143,287,England,E12000003,E08000039
S4 8,53.405029,-1.443442,167,England,E12000003,E08000039
S40 1,53.236849,-1.434917,336,England,E12000004,E07000034
S40 2,53.226933,-1.435923,349,England,E12000004,E07000034
S40 3,53.228815,-1.457326,299,England,E12000004,E07000034
S40 4,53.24376,-1.455043,363,England,E12000004,E07000034
S40 9,53.235782,-1.43415,336,England,E12000004,E07000034
S41 0,53.227571,-1.41207,346,England,E12000004,E07000034
S41 7,53.242921,-1.429975,313,England,E12000004,E07000034
S41 8,53.255553,-1.443735,329,England,E12000004,E07000034
S41 9,53.266063,-1.431912,264,England,E12000004,E07000034
S42 5,53.190198,-1.380447,388,England,E12000004,E07000038
S42 6,53.196686,-1.426467,393,England,E12000004,E07000038
S42 7,53.231475,-1.485748,188,England,E12000004,E07000038
S43 1,53.256183,-1.395845,233,England,E12000004,E07000034
S43 2,53.2714,-1.390809,189,England,E12000004,E07000034
S43 3,53.26191,-1.353016,390,England,E12000004,E07000034
S43 4,53.278512,-1.272982,386,England,E12000004,E07000033
S43 9,53.672758,-1.317014,117,England,E12000004,E07000034
S44 5,53.219349,-1.342265,314,England,E12000004,E07000038
S44 6,53.23095,-1.29073,396,England,E12000004,E07000033
S44 9,53.229819,-1.292205,63,England,E12000004,E07000033
S45 0,53.17094,-1.484034,134,England,E12000004,E07000038
S45 8,53.162602,-1.369221,112,England,E12000004,E07000038
S45 9,53.168416,-1.41162,324,England,E12000004,E07000038
S49 1,53.235222,-1.434811,29,England,E12000004,E07000034
S5 0,53.43085,-1.447543,224,England,E12000003,E08000039
S5 5,53.423263,-1.454131,55,England,E12000003,E08000039
S5 6,53.417605,-1.445804,251,England,E12000003,E08000039
S5 7,53.417495,-1.46503,272,England,E12000003,E08000039
S5 8,53.417086,-1.481148,266,England,E12000003,E08000039
S5 9,53.432607,-1.473014,192,England,E12000003,E08000039
S6 1,53.419153,-1.502945,301,England,E12000003,E08000039
S6 2,53.400323,-1.495495,300,England,E12000003,E08000039
S6 3,53.391615,-1.490323,241,England,E12000003,E08000039
S6 4,53.405575,-1.51034,311,England,E12000003,E08000039
S6 5,53.393779,-1.52062,243,England,E12000003,E08000039
S6 6,53.400614,-1.552073,233,England,E12000003,E08000039
S6 9,53.733477,-1.481671,140,England,E12000003,E08000039
S60 1,53.430792,-1.360473,311,England,E12000003,E08000018
S60 2,53.423644,-1.351837,296,England,E12000003,E08000018
S60 3,53.414362,-1.336277,207,England,E12000003,E08000018
S60 4,53.410296,-1.323257,166,England,E12000003,E08000018
S60 5,53.398344,-1.3637,350,England,E12000003,E08000018
S60 8,53.38281,-1.368888,104,England,E12000003,E08000018
S60 9,53.431009,-1.356672,281,England,E12000003,E08000018
S61 1,53.433325,-1.38277,213,England,E12000003,E08000018
S61 2,53.443214,-1.411575,340,England,E12000003,E08000018
S61 3,53.444061,-1.393126,233,England,E12000003,E08000018
S61 4,53.4514,-1.375904,225,England,E12000003,E08000018
